eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
12576081,EHB,1963,12,15,19,34,47.700000000000003,,107.986,-4.8659999999999997,,,,658.5,,7.0999999999999996,,
12576082,EHB,1963,12,16,1,51,26.100000000000001,,105.307,-6.4550000000000001,,,,15.0,,6.4199999999999999,,
12576090,EHB,1963,12,20,8,57,19.399999999999999,,129.405,-7.1020000000000003,,,,100.0,,5.7999999999999998,,
12576092,EHB,1963,12,21,13,9,11.5,,119.72199999999999,16.187999999999999,,,,47.100000000000001,,6.2199999999999998,,
12576099,EHB,1963,12,28,5,45,21.5,,153.571,-5.04,,,,72.400000000000006,,5.8200000000000003,,
12576103,EHB,1963,12,30,1,15,24.0,,144.50399999999999,21.617999999999999,,,,100.0,,5.8200000000000003,,
12576105,EHB,1963,12,30,15,4,8.5,,125.99299999999999,9.4130000000000003,,,,35.0,,5.5199999999999996,,
12576106,EHB,1963,12,30,22,6,4.7999999999999998,,94.629999999999995,6.867,,,,30.0,,5.9400000000000004,,
12445880,EHB,1964,1,1,20,2,34.200000000000003,,139.75200000000001,-3.1920000000000002,,,,34.799999999999997,,4.9699999999999998,,
12445883,EHB,1964,1,2,19,15,24.5,,157.18100000000001,-8.266,,,,26.0,,5.3899999999999997,,
12445887,EHB,1964,1,4,10,38,56.600000000000001,,121.721,21.791,,,,2.8999999999999999,,4.8300000000000001,,
12445898,EHB,1964,1,8,22,30,44.899999999999999,,119.395,-3.7450000000000001,,,,30.0,,5.7999999999999998,,
12445905,EHB,1964,1,10,21,52,52.5,,129.54599999999999,-6.9569999999999999,,,,148.19999999999999,,5.1100000000000003,,
12445907,EHB,1964,1,11,22,2,10.199999999999999,,123.371,-8.7810000000000006,,,,125.5,,5.5199999999999996,,
12445909,EHB,1964,1,12,11,13,20.600000000000001,,146.815,-5.343,,,,229.09999999999999,,5.6600000000000001,,
12445914,EHB,1964,1,14,15,38,14.4,,150.84,-5.234,,,,161.40000000000001,,6.0800000000000001,,
12445922,EHB,1964,1,18,12,4,39.799999999999997,,120.655,23.148,,,,20.699999999999999,,7.04,,
12445926,EHB,1964,1,19,16,12,54.299999999999997,,120.768,23.329000000000001,,,,48.200000000000003,,4.5599999999999996,,
12445928,EHB,1964,1,20,4,47,1.0,,126.535,8.2390000000000008,,,,107.40000000000001,,4.8300000000000001,,
12445930,EHB,1964,1,20,20,38,18.199999999999999,,120.684,18.864000000000001,,,,46.399999999999999,,5.25,,
12445931,EHB,1964,1,21,22,18,16.199999999999999,,125.202,10.455,,,,61.100000000000001,,5.1100000000000003,,
12445932,EHB,1964,1,22,15,58,45.299999999999997,,93.534000000000006,22.283999999999999,,,,59.399999999999999,,6.4900000000000002,,
12445933,EHB,1964,1,22,17,58,18.199999999999999,,147.13300000000001,20.190999999999999,,,,41.399999999999999,,5.1100000000000003,,
12445936,EHB,1964,1,23,16,8,56.200000000000003,,122.48999999999999,11.379,,,,40.100000000000001,,4.9699999999999998,,
12445937,EHB,1964,1,24,2,40,0.40000000000000002,,154.054,-4.1299999999999999,,,,412.0,,4.4199999999999999,,
12445941,EHB,1964,1,24,22,43,58.100000000000001,,105.91,-7.1799999999999997,,,,60.0,,5.25,,
12445943,EHB,1964,1,26,10,2,16.300000000000001,,120.37,23.120999999999999,,,,30.399999999999999,,5.25,,
12445945,EHB,1964,1,28,5,43,25.300000000000001,,148.81700000000001,-6.3019999999999996,,,,49.100000000000001,,5.25,,
12445947,EHB,1964,1,29,8,47,28.800000000000001,,125.679,2.9860000000000002,,,,107.8,,4.8300000000000001,,
